id,name,category,location,price_tier,abv,cask_type,smoky,peaty,spicy,herbal,oily,body,rich,sweet,salty,vanilla,tart,fruity,floral
3054,Woodinville Double Barrel Blended Whiskey,Blended American Whiskey,"Washington, USA",2,43,"new, charred American oak; finished in used bourbon barrels",0,0,45,55,50,55,40,70,0,70,55,20,30
3055,Bushmills Rum Cask Reserve,Single Malt,Northern Ireland,4,40,first-fill Caribbean rum casks ,0,0,60,10,80,80,70,70,30,40,20,50,20
3056,Fettercairn 12 Year,Single Malt,"Highlands, Scotland",3,40,American oak ex-bourbon,0,0,35,15,25,25,20,35,0,30,10,15,10
3057,Dalwhinnie Winter's Frost (Game of Thrones-House Stark),Single Malt,"Highlands, Scotland",2,43,,0,0,20,10,10,30,35,20,0,30,30,10,0
3058,J.H. Cutter Whisky,Blended American Whiskey,USA,2,48,"new, charred American oak, toasted new and used American oak, ex-port",0,0,35,20,20,40,50,25,0,15,15,25,0
3059,Eden Mill Hip Flask Series No. 3,Single Malt,Scotland,4,47,virgin American oak octave cask (50 liters),10,5,70,15,20,25,40,75,20,70,10,50,30
3060,Lambay Single Malt Finished in Cognac Casks,Single Malt,Ireland,3,40,finished in ex-cognac,0,0,30,60,0,30,50,60,30,70,50,60,50
3061,Wolfburn Small Batch Release No. 128,Peated Single Malt,"Highlands, Scotland",4,46,First-fill ex-bourbon quarter casks,25,15,45,5,0,35,40,35,10,20,5,15,0
3062,Cu Bocan Limited Edition Virgin Oak,Peated Single Malt,"Highlands, Scotland",3,46,Virgin oak casks,30,30,20,0,10,35,40,25,0,25,10,25,0
3063,Glenglassaugh Port Wood Finish,Single Malt,"Highland, Scotland",3,46,"first-fill American oak, finished in port wood",0,0,35,10,25,20,25,40,0,20,15,25,10
3064,Ballantine's Glenburgie 15 Year,Single Malt,"Speyside, Scotland",3,40,,0,0,40,30,10,25,20,25,0,35,10,35,20
3065,Glenturret Triple Wood,Single Malt,"Highlands, Scotland",3,43,"ex-sherry American oak, ex-sherry European oak, ex-bourbon",10,0,75,30,50,60,65,60,0,50,50,75,20
3066,Barrell Bourbon New Year 2017,Bourbon,"(bottled in) Kentucky, USA",3,58.5,"new, charred American oak",60,0,55,35,20,45,55,50,15,40,35,40,30
3067,Big Spring Spirits Silver Lion White Corn Whiskey,Corn,"Pennsylvania, USA",2,40,unaged,0,0,35,25,30,20,15,20,10,10,5,30,10
3068,The Lakes The One Sherry Cask Finish,Blended,Multiple Countries,2,40,finished in ex-sherry casks,0,0,15,10,30,50,75,75,0,70,50,60,20
3069,Wiggly Bridge Small Barrel Bourbon,Bourbon,"Maine, USA",3,48,"""smaller than traditional"" new, charred American oak",5,0,25,5,10,30,25,25,0,25,0,10,15
3070,Stagecoach True American Whiskey,Other Whiskey,"(blended & bottled in California), USA",2,40,,0,0,10,10,25,20,20,60,0,40,0,15,0
3071,Vulson White Rhino Rye,White,France,3,41,unaged,0,0,80,60,5,5,30,40,0,40,10,70,20
3072,Glen Breton Ice 17 Year,Single Malt,"Nova Scotia, Canada",4,54.6,American Oak and ex Ice Wine Casks,40,0,70,25,35,40,34,70,0,50,20,60,40
3073,Amrut Naarangi,Single Malt,India,4,50,finished in ex-Oloroso sherry casks filled with orange peel,5,5,90,50,50,45,30,60,0,10,15,70,10
3074,Melvale Straight Rye Whiskey,Rye,"Indiana (bottled in Pennsylvania), USA",2,45,"new, charred American oak",10,0,35,15,0,25,20,30,0,10,0,50,10
3075,Feisty Spirits Blue Corn Bourbon,Bourbon,"Colorado, USA",2,44,"new, charred American oak",10,0,65,10,0,15,20,35,0,25,0,45,15
3076,One Eight Distilling Untitled Whiskey No. 5,Tennessee,"(bottled in) Washington, D.C., USA",3,47,finished in a Tawny Port cask,0,0,45,15,0,45,60,25,0,15,10,50,10
3077,Sagamore Spirit Straight Rye,Rye,"Indiana (bottled in Maryland), USA",2,41.5,"new, charred American oak",10,0,60,70,20,50,50,60,0,50,40,20,60
3078,Tomatin Legacy,Single Malt,"Highlands, Scotland",2,43,Bourbon and Virgin Oak,0,0,30,10,35,40,30,55,0,55,25,35,20
3079,Timorous Beastie Blended Malt,Blended Malt,"Highland, Scotland",4,46.8,,15,0,45,20,35,50,60,65,0,70,60,65,60
3080,Glen Scotia Double Cask Single Malt,Single Malt,"Campbeltown, Scotland",3,46,ex-bourbon and ex-Pedro Ximenez sherry,10,20,50,40,60,60,65,55,75,45,20,65,15
3081,Ottis Webber Oregon Wheat Whiskey,Wheat Whiskey,"Oregon, USA",2,45,new American oak,40,0,70,60,20,40,40,40,10,50,35,20,40
3082,anCnoc Peter Arkle Bricks,Single Malt,"Highlands, Scotland",3,46,Spanish and American oak,0,15,10,0,20,0,5,65,5,65,60,50,15
3083,Highland Harvest Blended Malt,Blended Malt,"Highlands, Scotland",2,40,,30,0,30,35,35,60,65,55,30,30,35,35,20
3084,The Oamaruvian Cask Strength DoubleWood 16 Year,Single Grain,"South Island, New Zealand",5,58.4,American oak Ex-Bourbon and French oak Ex-Red Wine,0,0,45,20,45,70,45,40,0,25,35,55,10
3085,Rock Town Arkansas Hickory-Smoked Whiskey,Other Whiskey,"Arkansas, USA",2,45,ex-bourbon,70,0,30,10,20,30,30,30,0,40,20,0,0
3086,Jack Daniel's No. 27 Gold,Tennessee,"Tennessee, USA",4,40,"New, Charred American Oak and Maple Wood",40,0,20,0,20,35,10,45,0,35,0,25,0
3087,Dunville's Very Rare Irish Whiskey,Blended,Ireland,2,40,,30,0,50,30,20,40,40,60,10,60,20,70,50
3088,1792 Port Finish,Bourbon,"Kentucky, USA",2,44.45,Finished in port casks,0,0,40,10,50,30,30,50,0,50,20,30,10
3089,Tap 357 Canadian Maple Rye Whisky,Flavored Whiskey,Canada,2,40.5,Ex-Bourbon,5,0,10,0,15,50,45,85,0,50,0,0,0
3090,Crazy Uncle Moonshine,White,"Western Australia, Australia",3,40,,10,0,30,20,0,0,0,70,40,30,60,30,20
3091,Highland Reserve Blended Malt,Blended Malt,Scotland,2,40,,10,10,30,30,30,20,20,30,20,10,30,20,25
3092,Manatawny Still Works Small Batch Whiskey (Batch #5),American Single Malt,"Pennsylvania, USA",2,47,"new, charred American oak",60,0,40,0,30,30,40,40,10,30,10,20,10
3093,Dunedin Doublewood 10 Year,Single Grain,"South Island, New Zealand",4,40,"American oak, finished in French ex-New Zealand pinot noir wine casks",0,0,30,10,30,30,20,50,30,60,60,60,30
3094,Barrell Bourbon Batch 005,Bourbon,"Tennessee, USA",4,62.35,"New, Charred American Oak",25,0,85,0,40,75,80,90,30,90,0,75,15
3095,Coppersea Excelsior Bourbon,Bourbon,"New York, USA",4,48,"new, charred New York oak",0,0,60,30,60,60,70,70,40,50,10,70,30
3096,Defiant American Single Malt Whisky,Other Whiskey,"North Carolina, USA",2,41,stainless steel tank with American oak spirals,5,0,30,5,10,25,25,30,0,25,5,15,10
3097,Nant Bourbon Wood 63% Single Cask Single Malt,Single Malt,"Tasmania, Australia",5,63,ex-bourbon,0,0,30,20,10,50,40,60,30,70,60,30,30
3098,Big House Straight Bourbon 6 Year,Bourbon,"Indiana (bottled in Kentucky), USA",1,45,"new, charred American oak",20,0,85,30,10,40,40,40,20,40,30,40,20
3099,Iowa Legendary Rye White Whiskey,White,"Iowa, USA",2,40,,0,0,60,10,20,30,30,30,0,30,30,0,0
3100,Ardmore Legacy,Peated Single Malt,"Highlands, Scotland",2,40,,10,10,20,50,20,30,30,20,0,30,10,10,60
3101,Nikka Pure Malt White Whisky,Blended Malt,Japan,3,46,,40,40,45,46,15,35,35,25,5,15,35,20,0
3102,Henry DuYore's Straight Bourbon Whiskey,Bourbon,"Oregon, USA",2,45.6,"new, charred American oak & French Oak",50,0,80,60,10,60,80,70,30,70,30,70,40
3103,Kinahan's Blended Irish Whiskey,Blended,Ireland,2,46,,10,0,30,35,15,40,40,75,0,50,25,30,0
3104,Pendleton Midnight Canadian Whisky,Canadian,Canada,2,45,portion aged in ex-American Brandy barrels,30,0,100,10,50,70,40,40,10,30,10,60,0
3105,Rebel Yell American Whiskey (Discontinued),Other Whiskey,USA,2,45,"new, charred American oak",0,0,70,0,10,60,40,65,0,50,30,40,0
3106,Naked Grouse Blended Whisky (Discontinued),Blended,Scotland,2,40,first-fill sherry,0,0,70,30,50,50,50,55,0,30,40,65,10
3107,Seven Stills Fluxuate Whiskey,Other Whiskey,"California, USA",3,47,,30,0,50,10,70,80,90,70,30,70,0,20,20
3108,Seven Stills Chocasmoke Whiskey,Other Whiskey,"California, USA",3,47,,30,40,60,40,20,70,70,60,30,60,10,50,30
3109,Jim Beam Signature Craft Whole Rolled Oat Bourbon 11 Year,Bourbon,"Kentucky, USA",4,45,"new, charred American oak",0,0,50,20,30,20,10,60,0,20,20,10,0
3110,Six & Twenty Old Money Whiskey,Wheat Whiskey,"South Carolina, USA",2,40,"new, charred American oak",20,0,80,50,10,50,50,35,20,10,40,30,30
3111,Pinckney Bend Stout Cask Finish Whiskey,Other Whiskey,"Missouri, USA",2,50,finished in used whiskey barrels previously holding Stout beer,30,0,70,0,30,70,70,80,0,60,20,20,0
3112,Onyx Moonshine 111,White,"Connecticut, USA",2,55.5,,0,0,30,20,30,30,30,30,10,20,20,0,30
3113,Troy & Sons Blonde Whiskey,Other Whiskey,"North Carolina, USA",2,40,,30,0,20,0,30,40,30,50,0,40,0,20,0
3114,Bunnahabhain Toiteach,Peated Single Malt,"Islay, Scotland",3,46,,70,70,30,50,40,70,60,70,30,60,0,60,80
3115,Benjamin Prichard's Tennessee Whiskey,Tennessee,"Tennessee, USA",2,40,"new, charred American oak and ex-rum casks",0,0,79,49,73,85,80,78,0,83,52,58,48
3116,Jack Daniel's Unaged Tennessee Rye,White,"Tennessee, USA",3,40,,62,0,88,68,91,88,86,92,50,50,50,71,74
3117,Glenlivet Nadurra Oloroso (Travel Retail),Single Malt,"Speyside, Scotland",4,48,first fill oloroso sherry oak,40,5,70,30,30,80,80,70,20,20,0,70,20
3118,Old Blowhard 26 Year Bourbon,Bourbon,"Kentucky, USA",5,45.35,"new, charred American oak",40,0,50,30,20,50,50,55,0,30,45,45,0
3119,Hillrock Solera Aged Bourbon,Bourbon,USA,4,46.3,"new, charred American oak, ex-oloroso sherry",20,0,40,20,40,40,50,60,30,40,0,60,50
3120,Pendleton 1910 12 Year Rye Whisky,Canadian,Canada,2,40,,20,0,30,20,60,50,50,60,0,80,20,50,0
3121,Evan Williams Green Label,Bourbon,"Kentucky, USA",1,40,"new, charred American oak",20,0,30,10,20,30,20,60,10,50,10,50,30
3122,High West Campfire (Discontinued),Blended American Whiskey,"(bottled in Utah), Multiple Countries",3,46,"new, charred American oak plus 2nd use ex-bourbon",60,40,60,30,40,50,80,50,20,30,0,60,40
3123,Buchanan's De Luxe 12 Year,Blended,Scotland,2,40,,76,70,73,68,65,72,70,78,65,68,61,82,65
3124,Four Walls Bartender's Blend,Other Whiskey,Multiple Countries,4,45,,20,0,65,30,50,50,50,55,0,10,30,25,0
3125,Blackened Rye the Lightning,Rye,"Kentucky, USA",3,45,finished in Madeira and rum casks,20,0,30,25,20,55,55,60,0,20,50,80,0
3126,I.W. Harper Cabernet Cask Reserve Bourbon,Bourbon,"Kentucky, USA",2,45,"new, charred American oak; finished in California cabernet sauvignon casks",40,0,65,20,10,40,40,40,0,40,30,25,0
3127,Keeper's Heart Irish + American Whiskey,Other Whiskey,Multiple Countries,2,43,,10,0,50,60,60,40,50,40,0,80,60,40,30
3128,Rod & Hammer's SLO Stills Straight Bourbon,Bourbon,"California, USA",2,45,"new, charred American oak",30,0,80,70,10,50,30,20,10,60,30,10,0
3129,Elijah Craig Toasted Barrel Bourbon,Bourbon,"Kentucky, USA",2,47,"new, charred American oak; finished in toasted new oak barrels",30,0,90,35,20,35,35,45,0,40,35,40,0
3130,Dewar's Ilegal Smooth,Blended,Scotland,1,40,finished in ex-mezcal casks,0,0,40,20,60,50,45,85,0,60,45,80,60
3131,Chivas Regal Extra 13 American Rye Cask,Blended,Scotland,2,40,finished in American rye casks,10,10,35,15,15,25,25,25,0,35,10,20,10
3132,Jane Walker by Johnnie Walker,Blended Malt,Scotland,2,41.9,,25,25,80,40,30,35,35,35,15,15,70,25,0
3133,Darkness 8 Year Single Malt,Single Malt,Scotland,2,47.8,"ex-bourbon, finished in oloroso sherry octave casks",0,0,40,25,40,35,20,40,0,45,20,25,10
3134,Treaty Oak Ghost Hill Texas Bourbon,Bourbon,"Texas, USA",2,47.5,"new, charred American oak",0,0,30,45,80,75,60,85,80,40,70,60,70
3135,Kilchoman Sauternes Cask Finish (2018 Edition),Peated Single Malt,"Islay, Scotland",4,50,"ex-bourbon, finished in ex-Sauternes hogsheads",60,20,5,5,20,10,25,20,20,20,0,20,0
3136,Little Book Chapter 2: Noe Simple Task,Other Whiskey,Multiple Countries,4,55,,10,0,70,60,60,60,70,60,0,60,20,40,30
3137,Kilchoman Port Cask Matured (2018 Edition),Peated Single Malt,"Islay, Scotland",4,50,ex-ruby port hogsheads,30,15,20,0,25,50,50,55,0,15,35,60,0
3138,Old Elk Blended Straight Bourbon,Bourbon,"(bottled in) Colorado, USA",2,44,"new, charred American oak",15,0,35,30,20,30,35,60,5,50,10,20,10
3139,WhistlePig FarmStock Rye Crop No. 002,Rye,Multiple Countries,3,43,"Vermont oak & American oak, all char #3",0,0,15,30,20,20,20,15,0,15,20,20,0
3140,Ballyhoo Irish Whiskey,Single Grain,Ireland,2,43,ex-bourbon & ex-port,15,0,15,10,15,25,20,20,0,50,10,25,25
3141,Bowmore No. 1,Peated Single Malt,"Islay, Scotland",2,40,first-fill bourbon barrels,20,20,0,0,0,0,0,20,0,20,20,0,0
3142,SPEY Trutina,Single Malt,"Speyside, Scotland",2,46,ex-bourbon,0,0,15,20,30,40,40,65,0,70,60,70,50
3143,The Epicurean Blended Malt,Blended Malt,"Lowlands, Scotland",3,43,,10,0,40,25,10,20,30,50,0,40,30,60,15
3144,Long Road Distillers Rye Whisky,Rye,"Michigan, USA",2,46.5,"new, charred American oak",15,0,95,20,25,65,40,70,10,50,0,65,10
3145,Long Road Distillers Corn Whisky,Corn,"Michigan, USA",2,45,,30,0,50,40,40,60,30,70,10,75,15,25,45
3146,PUNI Alba,Other Whiskey,Italy,3,43,"ex-Marsala wine barrels, finished in Islay whisky barrels",60,45,60,65,20,10,30,30,20,50,55,70,45
3147,County Seat Spirits Hidden Copper Bourbon,Bourbon,"Pennsylvania, USA",2,45,"new, charred white oak",45,0,15,0,0,35,60,55,0,25,15,20,0
3148,Lost Distillery Jericho Christmas Pudding,Blended Malt,Scotland,3,44.8,ex-sherry,0,0,60,10,40,50,50,70,0,60,65,70,20
3149,White Pike Whiskey,White,"New York, USA",2,40,used barrels,5,0,20,15,15,10,10,15,5,0,10,10,30
3150,Braunstein Danica Whisky,Single Malt,Denmark,3,42,,0,0,65,60,70,50,70,50,0,55,30,55,40
3151,Emperial Cinnamoon,Flavored Whiskey,"New York, USA",1,40,,20,0,50,30,20,20,25,20,0,15,15,20,10
3152,Barrell Bourbon Batch 007B,Bourbon,USA,4,60.1,"new, charred american oak",15,0,80,35,60,70,90,85,10,75,20,70,10
3153,Barrell Whiskey Batch 002,Other Whiskey,USA,3,61.9,"ex-bourbon, sherry",0,0,55,10,90,95,90,95,0,80,0,65,45
3154,Johnnie Walker Blenders' Batch Red Rye Finish,Blended,Scotland,1,40,"first-fill ex-bourbon, finished in ex-rye casks",0,0,55,0,10,10,10,80,0,75,50,40,10
3155,Syntax Spirits Bourbon,Bourbon,"Colorado, USA",2,47.5,"new, charred American oak",10,0,65,45,75,65,55,80,0,60,35,50,70
3156,Kyro Juuri Unaged Rye Whisky,White,Finland,2,46.3,unaged,15,0,80,30,0,0,0,60,0,20,5,5,5
3157,Mannochmore 12 Year Flora & Fauna,Single Malt,"Speyside, Scotland",2,43,,40,0,25,0,45,40,10,60,0,50,65,70,65
3158,Feisty Spirits Better Days Bourbon,Bourbon,"Colorado, USA",2,44,"new, charred American oak",15,0,40,0,0,20,25,30,0,45,0,15,15
3159,OYO Bourbon Whiskey Michelone Reserve,Bourbon,"Ohio, USA",2,45,White American oak,15,0,45,15,10,30,35,30,0,25,0,20,10
3160,Scapa Skiren,Single Malt,"Islands, Scotland",3,40,First-Fill American Oak,0,0,20,0,10,25,20,15,5,30,20,20,10
3161,Ridgeline Vermont Whiskey,Other Whiskey,"Vermont, USA",2,49,"new oak, ex-bourbon, and ex-port",0,0,20,10,20,40,40,60,0,25,0,30,10
3162,The Glenrothes Peated Cask Reserve,Peated Single Malt,"Speyside, Scotland",3,40,"ex-bourbon, refill sherry, ex-peated Islay whisky",10,15,5,5,0,50,50,70,10,50,10,40,5
3163,Clark & Chesterfield Solera Aged American Single Malt,American Single Malt,"New Hampshire, USA",2,40,used barrels,0,0,40,20,20,20,20,20,10,20,10,10,0
3164,McKenzie Pure Pot Still Whiskey,Other Whiskey,"New York, USA",2,45,matured in used McKenzie Bourbon and Rye barrels ,0,0,30,30,0,0,30,50,0,40,15,35,0
3165,New Riff New Make Bourbon Mash,White,"Kentucky, USA",2,45,unaged,0,0,40,50,10,40,45,15,0,10,0,10,0
3166,Arran 17 Year,Single Malt,"Islands, Scotland",4,46,ex-Sherry Cask,10,0,50,30,30,10,20,55,15,65,45,65,55
3167,Jameson Lively,Blended,Ireland,2,40,,0,0,15,30,0,10,20,50,0,30,60,30,40
3168,Central Standard Bourbon,Bourbon,"Wisconsin, USA",2,45,"new, charred American oak",0,0,50,20,10,20,15,20,0,30,10,0,0
3169,Redemption Straight Bourbon,Bourbon,"Indiana, USA",2,42,"New, Charred American Oak",10,0,45,0,20,25,25,10,10,50,10,0,10
3170,Amador Whiskey Co. Double Barrel Bourbon,Bourbon,"Kentucky (Finished and Bottled in California), USA",2,43.4,"New, Charred American Oak and Ex-Napa Valley Wine",35,0,60,25,15,40,35,45,10,40,35,35,15
3171,The Glenrothes Robur Reserve,Single Malt,"Speyside, Scotland",2,40,Ex-Oloroso Sherry Spanish Oak and American Oak,0,0,20,10,25,25,20,40,0,40,20,25,10
3172,Double Diamond Limited Edition Bourbon 267,Bourbon,"Colorado, USA",2,40,American Oak,0,0,30,0,30,20,20,40,0,50,0,10,20
3173,Harvest Spirits John Henry Single Malt,American Single Malt,"New York, USA",3,42,new American oak finished in former Applejack barrels,25,0,40,40,10,10,10,10,30,30,20,30,45
3174,Glengarry Single Malt 12 Year,Single Malt,"Highlands, Scotland",2,46,"ex-bourbon, re-fill, re-charred ",10,0,20,0,0,60,60,70,0,40,25,50,30
3175,Egan's 10 Year Single Malt Irish Whiskey,Single Malt,Ireland,2,47,used American oak ,15,0,40,10,25,60,50,20,0,10,0,0,5
3176,Ironbark Corn Rye Moonshine,White,"New South Wales, Australia",4,45,,30,0,20,20,0,0,0,60,30,0,50,40,0
3177,Spinnaker Speyside Single Malt,Single Malt,"Speyside, Scotland",2,40,,20,20,60,40,20,40,40,20,50,20,40,30,40
3178,Kentucky Tavern Bourbon,Bourbon,USA,1,40,"new, charred American oak",0,0,50,10,50,40,50,40,10,50,10,40,0
3179,Blackfly Bourbon Whiskey,Bourbon,"New York, USA",3,41.9,"new, charred American oak",0,0,30,10,0,30,50,60,0,30,0,10,0
3180,James Oliver American Rye,Rye,"(bottled in Oregon), USA",2,50,,20,0,70,70,30,60,60,50,40,40,50,70,50
3181,Coppersea New York Green Malt Rye,Rye,"New York, USA",3,45,,0,0,40,80,50,50,50,40,10,30,30,60,20
3182,Oppidan Malted Rye,Rye,"Illinois , USA",2,46,"new, charred American oak",0,0,60,40,0,50,30,50,0,10,0,20,0
3183,Old Hickory Great American Straight Bourbon,Bourbon,"Indiana (bottled in Ohio), USA",2,43,"new, charred American oak",20,0,70,30,20,50,60,70,0,70,20,20,20
3184,James Oliver Bourbon-Barreled American Whiskey,Other Whiskey,"Oregon, USA",2,43,ex-bourbon & ex-Sherry,0,0,60,60,0,30,50,50,20,50,40,50,70
3185,Banner Distillery Texas Wheat Whiskey,Wheat Whiskey,"Texas , USA",2,46,"new, charred American oak",60,0,90,30,0,50,40,50,0,20,30,50,0
3186,Two James Rye Dog White Whiskey,White,"Michigan, USA",2,50.5,unaged,0,0,45,55,0,40,35,30,0,20,5,40,50
3187,Rod & Rifle Straight Rye,Rye,USA,2,42,"new, charred American oak",60,0,70,20,0,60,40,40,0,15,0,5,10
3188,Rod & Rifle American Blended Whiskey,Blended American Whiskey,"Tennessee, USA",1,40,used whiskey barrels,40,0,10,0,0,60,30,50,0,25,0,10,0
3189,Virgil Kaine Robber Baron Rye Whiskey,Rye,"(bottled in) South Carolina, USA",2,45.5,"new, charred American oak",0,0,40,50,10,55,30,10,20,0,0,0,15
3190,Tualatin Valley Oregon Single Malt,American Single Malt,"Oregon, USA",3,46,"new, charred American oak",0,0,40,70,20,20,20,20,0,20,10,10,50
3191,George Dickel No. 1,Corn,"Tennessee, USA",1,45.5,,10,0,50,40,60,40,50,70,0,30,0,40,30
3192,Lyon Maryland Free State Rye,Rye,"Maryland, USA",4,50,"new, charred American oak",25,0,50,45,15,35,35,35,0,35,35,30,15
3193,PennyPacker Bourbon,Bourbon,"Kentucky, USA",1,40,"new, charred American oak",20,0,60,50,30,60,50,60,0,60,10,70,30
3194,Bib & Tucker 6 Year Small Batch Bourbon,Bourbon,USA,3,46,"new, charred American oak",50,0,50,60,10,40,50,40,0,50,0,40,70
3195,Loch Lomond Original,Peated Single Malt,"Highlands, Scotland",2,40,,30,41,25,20,20,40,40,30,10,25,20,75,15
3196,Woodford Reserve Sweet Mash Redux Bourbon,Bourbon,"Kentucky, USA",4,45.2,"new, charred American oak",10,0,60,40,10,40,20,20,0,20,20,30,50
3197,1792 Sweet Wheat,Bourbon,"Kentucky, USA",2,45.6,"new, charred American oak",10,0,40,0,10,70,70,85,0,60,15,70,10
3198,Balvenie Rum Cask 17 Year,Single Malt,"Speyside, Scotland",5,43,"used oak, finished in ex-Jamaican rum casks",15,0,60,5,15,65,70,90,0,50,10,60,25
3199,Lost Distillery Auchnagie,Blended Malt,Scotland,3,46,,10,10,10,5,5,60,60,80,0,50,15,40,30
3200,Bowmore Gold Reef,Peated Single Malt,"Islay, Scotland",2,40,primarily 1st fill ex-bourbon,30,30,45,35,5,40,40,35,10,15,10,15,0
3201,Stronachie 10 Year,Single Malt,"Highlands, Scotland",3,43,ex-bourbon,0,0,25,10,10,40,30,60,0,30,15,50,20
3202,George Dickel No. 8,Tennessee,"Tennessee, USA",1,40,"new, charred American oak",10,0,30,10,20,30,20,40,0,30,0,10,10
3203,Dark Corner Distillery Stumphouse Whiskey,Other Whiskey,"South Carolina, USA",2,40,used bourbon barrels,10,0,80,50,30,50,50,70,20,70,20,70,60
3204,Arran 16 Year,Single Malt,"Islands, Scotland",4,46,"ex-bourbon, ex-sherry",40,0,50,30,0,60,40,70,40,70,70,60,60
3205,Elk Rider Rye,Rye,"Washington , USA",2,46,"new, charred American oak",60,0,60,70,0,20,40,80,20,60,70,40,10
3206,Corsair Mosaic Hopped Whiskey,Flavored Whiskey,"Tennessee, USA",3,46,"new, charred American oak",0,0,15,20,10,40,40,80,0,10,0,35,80
3207,Journeyman Distillery W.R. Organic Whiskey,White,"Michigan, USA",2,45,"new, charred American oak",0,0,70,20,40,50,60,50,0,30,10,20,50
3208,SILO Bourbon,Bourbon,"Vermont, USA",2,45,new charred oak,0,0,50,0,15,50,40,75,0,40,10,25,15
3209,Evan Williams White Label Bottled in Bond Bourbon,Bourbon,"Kentucky, USA",1,50,"new, charred American oak",20,0,79,76,76,79,78,83,0,86,72,81,63
3210,Berkshire Mountain Ommegang Cask Finished Bourbon,Bourbon,"Massachusettes, USA",2,43,"new, charred American oak and ex-Ommegang Adoration Ale casks",5,0,50,55,45,40,40,55,0,45,20,55,0
3211,Mortlach Rare Old,Single Malt,"Speyside, Scotland",4,43.4,ex-bourbon/ex-sherry,10,0,40,0,10,60,65,80,0,15,0,35,10
3212,Van Brunt Stillhouse American,Other Whiskey,"New York, USA",2,40,,0,0,20,15,0,60,60,65,0,10,0,5,15
3213,Old Charter 8 Year,Bourbon,"Kentucky, USA",1,40,,0,0,10,0,0,65,65,80,0,15,0,10,0
3214,"English Whisky Co. Peated, Chapter 9",Peated Single Malt,England,3,46,,40,30,10,20,5,65,65,75,0,15,0,10,10
3215,Clontarf 1014 Blended Irish Whiskey,Blended,Ireland,1,40,ex-Bourbon,20,0,30,20,30,40,40,70,0,80,60,40,10
